"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-02",," 1506","0.00","0.0","0.0",,"89","63","  840",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-03",," 1536","0.01","0.0","0.0",,"89","68","  402",,,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-04",," 1518","0.05","0.0","0.0",,"84","65","  546",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-05",," 1742","0.00","0.0","0.0",,"88","67","  492",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-06",," 2254","0.08","0.0","0.0",,"89","69","  606",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-07",," 1430","0.70","0.0","0.0",,"85","70","  402",,,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-08",," 1530","0.00","0.0","0.0",,"85","66","  432",,,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-09",," 1642","0.00","0.0","0.0",,"88","71","  726","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-10",," 2100","0.19","0.0","0.0",,"89","68","  708",,,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-11",," 1818","0.99","0.0","0.0",,"86","70","  222","    1",,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-12",," 1554","0.00","0.0","0.0",,"89","68","  852",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-13",," 0848","0.00","0.0","0.0",,"86","66","  876",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-14",," 0906","0.01","0.0","0.0",,"84","68","  534",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-15",," 1548","1.06","0.0","0.0",,"91","68","  492","    1",,"    1",,"    1",,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-16",," 1636","0.75","0.0","0.0",,"91","73","  552",,,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-17",," 1236","0.00","0.0","0.0",,"84","70","  870",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-18",," 0730","0.00","0.0","0.0",,"86","65","  804",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-19",," 0924","0.00","0.0","0.0",,"87","66","  804",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-20",," 1706","0.00","0.0","0.0",,"91","68","  738",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-21",," 1830","0.00","0.0","0.0",,"92","74","  516",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-22",," 1648","0.00","0.0","0.0",,"84","73","  102",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-23",," 1400","0.01","0.0","0.0",,"82","71","  192","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-24",," 1706","0.02","0.0","0.0",,"93","76","  672","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-25",," 1436","0.00","0.0","0.0",,"83","67","  864",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-26",," 2224","0.00","0.0","0.0",,"86","62","  864",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-27",," 1330","0.00","0.0","0.0",,"89","70","  636",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-28",," 2006","0.00","0.0","0.0",,"92","73","  624","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-29",," 1718","0.53","0.0","0.0",,"92","74","  456","    1",,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-30",," 1000","0.00","0.0","0.0",,"88","73","  540",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-07-31",," 2306","0.14","0.0","0.0",,"89","71","  636","    1",,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-01",," 1042","0.00","0.0","0.0",,"84","67","  804",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-02",," 1448","0.00","0.0","0.0",,"79","64","  672",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-03",," 1506","0.00","0.0","0.0",,"84","63","  792",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-04",," 2224","0.00","0.0","0.0",,"85","64","  660",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-05",," 0936","0.00","0.0","0.0",,"89","66","  624",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-06",," 1754","0.00","0.0","0.0",,"92","71","  612",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-07",," 1306","0.00","0.0","0.0",,"80","76","   30",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-08",," 0400","1.24","0.0","0.0",,"77","72","   54","    1",,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-09",," 1836","0.02","0.0","0.0",,"75","69","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-10",," 0112","0.00","0.0","0.0",,"84","65","  792",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-11",," 1806","0.00","0.0","0.0",,"88","66","  768","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-12",," 1542","0.00","0.0","0.0",,"92","69","  792",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-13",," 2106","0.00","0.0","0.0",,"94","73","  654",,,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-14",," 1648","0.47","0.0","0.0",,"91","71","  606","    1",,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-15",," 1430","0.30","0.0","0.0",,"87","71","  324","    1",,"    1",,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-16",," 1342","0.00","0.0","0.0",,"81","67","  738",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-17",," 1554","0.00","0.0","0.0",,"84","61","  816",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-18",," 1048","0.00","0.0","0.0",,"85","67","  816",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-19",," 1306","0.00","0.0","0.0",,"81","65","  792",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-20",," 1518","0.00","0.0","0.0",,"83","61","  756",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-21",," 1754","0.00","0.0","0.0",,"88","60","  810",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-22",," 1712","0.00","0.0","0.0",,"92","64","  804",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-23",," 1530","0.00","0.0","0.0",,"91","75","  762",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-24",," 1900","0.00","0.0","0.0",,"89","73","  498",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-25",," 2248","0.00","0.0","0.0",,"88","72","  450","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-26",," 1336","0.00","0.0","0.0",,"93","75","  534","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-27",," 1306","0.10","0.0","0.0",,"86","75","  198","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-28",," 1900","0.00","0.0","0.0",,"84","73","  408","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-29",," 1924","0.00","0.0","0.0",,"90","72","  702","    1",,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-30",," 1200","0.00","0.0","0.0",,"76","58","  786",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-08-31",," 1842","0.00","0.0","0.0",,"80","59","  786",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-01",," 1354","0.00","0.0","0.0",,"85","60","  582",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-02",," 1918","0.06","0.0","0.0",,"77","66","  108",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-03",," 0106","0.00","0.0","0.0",,"77","64","  162",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-04",," 1536","0.00","0.0","0.0",,"83","63","  498","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-05",," 1742","0.00","0.0","0.0",,"86","66","  624","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-06",," 0042","0.00","0.0","0.0",,"77","58","  768",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-07",," 1618","0.00","0.0","0.0",,"84","55","  768",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-08",," 1348","0.00","0.0","0.0",,"93","61","  756",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-09",," 1724","0.00","0.0","0.0",,"92","65","  726",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-10",," 1306","0.39","0.0","0.0",,"76","58","  390",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-11",," 1124","0.00","0.0","0.0",,"80","52","  756",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-12",," 1136","0.00","0.0","0.0",,"88","56","  756",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-13",," 1400","0.00","0.0","0.0",,"91","61","  726",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-14",," 1548","0.00","0.0","0.0",,"89","62","  492",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-15",," 1512","1.05","0.0","0.0",,"75","70","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-16",," 0136","4.76","0.0","0.0",,"81","70","  186","    1",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-17",," 1518","0.02","0.0","0.0",,"83","67","  480","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-18",," 1118","0.00","0.0","0.0",,"81","62","  276",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-19",," 0854","0.00","0.0","0.0",,"82","61","  726",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-20",," 1448","0.00","0.0","0.0",,"83","60","  456","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-21",," 1318","0.00","0.0","0.0",,"73","60","  138","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-22",," 1118","0.00","0.0","0.0",,"69","53","  732",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-23",," 1448","0.00","0.0","0.0",,"78","49","  654",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-24",," 0912","0.00","0.0","0.0",,"75","59","  570",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-25",," 2248","0.00","0.0","0.0",,"74","62","  114",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-26",," 2106","0.18","0.0","0.0",,"77","64","   90","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-27",," 0330","0.13","0.0","0.0",,"79","69","   18","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-28",," 0854","0.00","0.0","0.0",,"74","58","  594",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-29",," 2106","0.00","0.0","0.0",,"67","58","   18",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-09-30",," 1106","0.64","0.0","0.0",,"64","58","    0","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-01",," 1700","0.03","0.0","0.0",,"64","61","    0","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-02",," 1424","1.74","0.0","0.0",,"62","60","    0","    1",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-03",," 1506","0.15","0.0","0.0",,"68","59","   30","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-04",," 1242","0.00","0.0","0.0",,"74","62","  252",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-05",," 1754","0.00","0.0","0.0",,"74","56","  588",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-06",," 1312","0.00","0.0","0.0",,"73","59","  342","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-07",," 1618","0.00","0.0","0.0",,"78","62","  252","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-08",," 2242","0.44","0.0","0.0",,"75","66","    0","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-09",," 0748","0.39","0.0","0.0",,"75","52","  102","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-10",," 1400","0.00","0.0","0.0",,"64","50","  606",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-11",," 1142","0.00","0.0","0.0",,"61","47","  684",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-12",," 2106","0.00","0.0","0.0",,"64","43","  684",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-13",," 1612","0.00","0.0","0.0",,"74","45","  678",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-14",," 1318","0.00","0.0","0.0",,"66","47","  660",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-15",," 1436","0.00","0.0","0.0",,"76","44","  672",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-16",," 0836","0.00","0.0","0.0",,"65","54","  300",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-17",," 2354","0.24","0.0","0.0",,"55","44","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-18",," 1242","0.00","0.0","0.0",,"53","39","  498",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-19",," 1618","0.00","0.0","0.0",,"57","37","  408",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-20",," 2348","1.52","0.0","0.0",,"61","53","    0","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-21",," 0036","0.00","0.0","0.0",,"58","43","  354",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-22",," 0942","0.00","0.0","0.0",,"53","39","  528",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-23",," 0048","0.00","0.0","0.0",,"58","36","  408",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-24",," 0606","0.28","0.0","0.0",,"52","48","    0","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-25",," 2354","1.79","0.0","0.0",,"60","52","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-26",," 0918","0.04","0.0","0.0",,"59","39","  180",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-27",," 0918","0.00","0.0","0.0",,"46","35","  360",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-28",," 1330","0.00","0.0","0.0",,"47","31","  618",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-29",," 1218","0.00","0.0","0.0",,"63","30","  642",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-30",," 2112","0.47","0.0","0.0",,"57","37","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-10-31",," 1630","0.67","0.0","0.0",,"65","48","  192","    1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-01",," 1318","0.00","0.0","0.0",,"55","39","  594",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-02",," 1506","0.00","0.0","0.0",,"53","32","  618",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-03",," 0818","0.00","0.0","0.0",,"54","42","    0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-04",," 0248","0.00","0.0","0.0",,"62","43","  300",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-05",," 0606","0.00","0.0","0.0",,"50","37","   90",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-06",," 1306","0.00","0.0","0.0",,"56","34","  612",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-07",," 2024","0.00","0.0","0.0",,"62","40","  192",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-08",," 1154","0.00","0.0","0.0",,"42","31","  312",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-09",," 1506","0.00","0.0","0.0",,"46","26","  342",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-10",," 0924","0.00","0.0","0.0",,"60","35","  546",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-11",," 1400","0.00","0.0","0.0",,"52","33","  102",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-12",," 1800","0.12","0.6","0.0",,"43","34","   90",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-13",," 1148","0.00","0.0","0.0",,"46","32","  426",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-14",," 1824","0.00","0.0","0.0",,"50","26","  474",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-15",," 2030","0.00","0.0","0.0",,"46","35","    0",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-16",," 1012","0.00","0.0","0.0",,"51","31","  600",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-17",," 2100","0.00","0.0","0.0",,"50","27","  150",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-18",," 1206","0.00","0.0","0.0",,"58","37","  552",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-19",," 1930","0.00","0.0","0.0",,"74","36","  600",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-20",," 1242","0.00","0.0","0.0",,"53","37","  318",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-21",," 1800","0.10","0.0","0.0",,"52","31","  366",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-22",," 1424","0.00","0.0","0.0",,"44","32","  498",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-23",," 1130","0.00","0.0","0.0",,"42","29","  456",,,,,,,,,,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-24",," 1324","0.00","0.0","0.0",,"43","25","  186",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","1976-11-25",," 2342","0.00","0.0","0.0",,"49","34","   72",,,,,,,,,,,,,,,,,,,,,,
